reporter_status,cell_soma_location,species,id,name,structure_layer_name,structure_area_id,structure_area_abbrev,transgenic_line,dendrite_type,apical,reconstruction_type,disease_state,donor_id,structure_hemisphere,normalized_depth
positive,"[8625.69402171292, 1302.40295833336, 7865.42926608812]",Mus musculus,572416871,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-299579.04.01.02,6a,385,VISp,Nos1-CreERT2|Sst-IRES-FlpO,aspiny,NA,,,571780386,left,
,"[70.0, 260.0, 108.0]",Homo Sapiens,528613096,H16.06.009.01.01.08.04,3,12141,MTG,,spiny,truncated,,epilepsy,528574320,left,
positive,"[8798.81020596473, 1191.93113086929, 3392.11787356903]",Mus musculus,558675895,Tlx3-Cre_PL56;Ai14-281779.06.02.01,5,385,VISp,Tlx3-Cre_PL56,spiny,intact,,,557265291,right,0.6873563222593
positive,"[8640.57620175548, 979.783439889772, 8061.50008840715]",Mus musculus,521938313,Cux2-CreERT2;Ai14(BT)-246762.04.01.01,4,385,VISp,Cux2-CreERT2,spiny,intact,dendrite-only,,520635740,left,0.461629575460926
positive,"[8730.0, 887.37119477308, 3514.90613941683]",Mus musculus,485287282,Sst-IRES-Cre;Ai14-203492.04.02.01,4,385,VISp,Sst-IRES-Cre,aspiny,NA,,,484776063,right,0.446153303498249
positive,"[8743.63158797051, 1090.04437012765, 3370.35354381851]",Mus musculus,479722622,Rbp4-Cre_KL100;Ai14-196624.04.01.01,5,385,VISp,Rbp4-Cre_KL100,spiny,intact,,,478595246,left,0.593440047360834
positive,"[8751.17689266526, 963.60850000261, 2973.47670603911]",Mus musculus,487155664,Htr3a-Cre_NO152;Ai14-209867.04.02.01,2/3,385,VISp,Htr3a-Cre_NO152,aspiny,NA,,,486739816,right,0.343461316714736
positive,"[9764.03950384558, 1380.8466665589, 8597.55981858994]",Mus musculus,439024551,Htr3a-Cre_NO152;Ai14-177968.02.01.01,2/3,385,VISp,Htr3a-Cre_NO152,aspiny,NA,,,397332016,left,0.182067822429182
positive,"[8801.07095919692, 992.536627911255, 3949.17651939092]",Mus musculus,593646579,Vip-IRES-Cre;Ai14-324783.04.02.01,5,385,VISp,Vip-IRES-Cre,sparsely spiny,NA,,,592585161,right,
positive,"[8617.64837926384, 1069.7215752361, 3283.45066458332]",Mus musculus,569730838,Chrna2-Cre_OE25;Ai14(IVSCC)-298913.04.02.01,4,385,VISp,Chrna2-Cre_OE25,spiny,intact,,,569392533,right,
,"[72.0, 263.0, 103.0]",Homo Sapiens,571527806,H17.06.005.12.16.03,5,12141,MTG,,spiny,truncated,full,epilepsy,571364629,left,0.50506854070063
,"[67.0, 256.0, 110.0]",Homo Sapiens,527922515,H16.06.008.01.30.03,3,12141,MTG,,spiny,truncated,,epilepsy,527747035,left,
positive,"[8503.00926680567, 782.854205197908, 3719.52346585672]",Mus musculus,562003142,Chat-IRES-Cre-neo;Ai14-287662.04.02.01,4,385,VISp,Chat-IRES-Cre-neo,aspiny,NA,full,,561463459,right,0.425746550522174
positive,"[9232.93879826812, 1355.4917400853, 8683.66752007906]",Mus musculus,467357834,Rorb-IRES2-Cre-D;Ai14-176686.04.01.01,4,385,VISp,Rorb-IRES2-Cre,spiny,truncated,,,329549771,left,0.429877234274317
,"[322.0, 246.0, 94.0]",Homo Sapiens,542137330,H16.03.008.11.11.02,4,12141,MTG,,spiny,truncated,full,epilepsy,541755848,right,0.600721724431693
positive,"[8136.16410693952, 1222.89751767168, 2868.29042505433]",Mus musculus,475517157,Sst-IRES-Cre;Ai14-184927.05.02.01,5,385,VISp,Sst-IRES-Cre,aspiny,NA,,,475196494,right,0.527447561495135
,"[317.0, 266.0, 93.0]",Homo Sapiens,613445682,H17.03.009.11.11.08,4,12141,MTG,,spiny,truncated,,epilepsy,596832620,right,
positive,"[8920.65782667511, 1678.87491889225, 8599.60091662215]",Mus musculus,562731565,Esr2-IRES2-Cre;Ai14-291919.04.01.01,6a,385,VISp,Esr2-IRES2-Cre,spiny,truncated,,,562377073,left,
positive,"[9852.34360855275, 2254.77684523785, 1988.14618161033]",Mus musculus,502647640,Rorb-IRES2-Cre-D;Ai14-230822.05.02.01,5,425,VISpl,Rorb-IRES2-Cre,spiny,intact,,,502081962,right,0.422665235157788
positive,"[9914.21732381451, 1861.96286661943, 2685.71021108587]",Mus musculus,510702304,Rorb-IRES2-Cre-D;Ai14-237625.04.02.01,5,385,VISp,Rorb-IRES2-Cre,spiny,truncated,,,508419032,right,0.492212102938898
positive,"[8900.0, 720.082788971512, 7397.89746217406]",Mus musculus,560690291,Vip-IRES-Cre;Ai14(IVSCC)-285658.04.01.01,4,385,VISp,Vip-IRES-Cre,aspiny,NA,,,560438353,left,
positive,"[8663.50402424712, 1294.05301720161, 8691.42624246134]",Mus musculus,517647182,Scnn1a-Tg2-Cre;Ai14-245347.05.01.01,4,385,VISp,Scnn1a-Tg2-Cre,spiny,intact,dendrite-only,,517101926,left,0.516271488383132
,"[85.0, 271.0, 103.0]",Homo Sapiens,520623958,H16.03.002.01.03.02,3,12141,MTG,,spiny,truncated,,epilepsy,520276747,left,
positive,"[8207.72369097788, 1004.42477975092, 8300.18712007085]",Mus musculus,341459814,Pvalb-IRES-Cre;Ai14-178310.05.01.01,4,385,VISp,Pvalb-IRES-Cre,aspiny,NA,,,329549869,left,0.416085506130379
positive,"[9537.26622703719, 2516.8427270314, 9774.79305137513]",Mus musculus,506226516,Scnn1a-Tg3-Cre;Ai14-234357.03.01.01,4,312782628,VISpor,Scnn1a-Tg3-Cre,spiny,intact,,,504923426,left,0.444990097663541
positive,"[9000.0, 1185.30046172885, 7678.14353773405]",Mus musculus,564409183,Ndnf-IRES2-dgCre;Ai14-292672.04.01.01,6a,385,VISp,Ndnf-IRES2-dgCre,aspiny,NA,,,563340189,left,
negative,"[9584.92737759398, 2058.59823260423, 2771.30923586872]",Mus musculus,509885554,Ctgf-2A-dgCre;Ai14(IVSCC)-237291.03.02.01,6a,385,VISp,Ctgf-T2A-dgCre,spiny,intact,,,508418849,right,0.939819360803969
positive,"[9186.33811157311, 735.181214816093, 8013.26449048882]",Mus musculus,565723357,Ndnf-IRES2-dgCre;Ai14-294019.03.01.01,2/3,385,VISp,Ndnf-IRES2-dgCre,aspiny,NA,,,563340209,left,
positive,"[8800.0, 1062.22279529678, 8368.54642503604]",Mus musculus,574067499,Pvalb-IRES-Cre;Ai14-301947.03.01.01,4,385,VISp,Pvalb-IRES-Cre,aspiny,NA,full,,570930980,left,0.386679427187213
positive,"[8603.82952788547, 1118.24196246777, 2920.5795478027]",Mus musculus,422738880,Nr5a1-Cre;Ai14-178521.04.02.01,4,385,VISp,Nr5a1-Cre,spiny,intact,dendrite-only,,397332003,right,0.430689627099044
positive,"[9750.82924331422, 2150.43311910513, 8394.95415001001]",Mus musculus,502667140,Ctgf-2A-dgCre;Ai14(IVSCC)-230664.04.01.01,6a,385,VISp,Ctgf-T2A-dgCre,spiny,intact,,,502081958,left,0.879475048547033
positive,"[8602.86686038434, 1516.53682739467, 8729.63250185239]",Mus musculus,324256803,Sst-IRES-Cre;Ai14-173191.05.01.01,5,385,VISp,Sst-IRES-Cre,aspiny,NA,,,322489513,left,0.750406053370617
positive,"[9363.39617874845, 1471.24701849224, 8561.93506276346]",Mus musculus,318543876,Pvalb-IRES-Cre;Ai14-169130.03.01.01,4,385,VISp,Pvalb-IRES-Cre,aspiny,NA,,,318293709,left,0.562520087801569
,"[72.0, 257.0, 90.0]",Homo Sapiens,571691416,H17.06.006.11.09.04,3,12141,MTG,,spiny,intact,full,epilepsy,571458187,left,0.385288203722851
positive,"[8860.13330470803, 1245.08178916113, 3393.49701035979]",Mus musculus,478412623,Sst-IRES-Cre;Ai14-192340.04.02.01,5,385,VISp,Sst-IRES-Cre,aspiny,NA,,,478055660,right,0.690317587433716
negative,"[7990.00000000002, 1661.05694030882, 8637.95700163295]",Mus musculus,501845152,Ctgf-2A-dgCre;Ai14(IVSCC)-229236.06.01.01,6a,417,VISrl,Ctgf-T2A-dgCre,spiny,intact,dendrite-only,,501715376,left,0.933754630928057
positive,"[8150.0, 951.548013757923, 7837.36335802398]",Mus musculus,561532710,Htr3a-Cre_NO152;Ai14-286736.05.01.01,5,385,VISp,Htr3a-Cre_NO152,aspiny,NA,full,,560752232,left,0.525899209595762
positive,"[9396.04120170065, 1671.99347082317, 2404.43780432598]",Mus musculus,476129135,Scnn1a-Tg3-Cre;Ai14-187849.03.02.01,4,385,VISp,Scnn1a-Tg3-Cre,spiny,truncated,,,475849748,right,0.489703006389271
positive,"[8480.08144431404, 749.105928609799, 8572.42311255083]",Mus musculus,523748610,Nos1-CreERT2;Ai14(BT)-251975.06.01.01,1,385,VISp,Nos1-CreERT2,aspiny,NA,full,,522645851,left,0.08450167655536
,"[67.0, 256.0, 110.0]",Homo Sapiens,528002420,H16.06.008.01.22.01,3,12141,MTG,,aspiny,NA,,epilepsy,527747035,left,
positive,"[8749.0, 943.473087764744, 7734.47073873835]",Mus musculus,569720969,Pvalb-IRES-Cre;Ai14-299135.04.01.01,5,385,VISp,Pvalb-IRES-Cre,aspiny,NA,,,569392652,left,
positive,"[9213.77176404635, 1285.83187268841, 3163.07432759662]",Mus musculus,479015224,Rorb-IRES2-Cre-D;Ai14-194011.03.02.01,5,385,VISp,Rorb-IRES2-Cre,spiny,truncated,,,478594000,right,0.522476884912401
positive,"[9100.0, 1736.32338345446, 8821.92073562368]",Mus musculus,486352114,Sst-IRES-Cre;Ai14-206589.03.01.01,5,385,VISp,Sst-IRES-Cre,aspiny,NA,,,486037889,left,0.651953923962125
positive,"[8900.0, 1561.84459677753, 8265.48736363253]",Mus musculus,490612150,Rorb-IRES2-Cre-D;Ai14-215991.01.01.01,6a,385,VISp,Rorb-IRES2-Cre,spiny,intact,,,490257170,left,0.87966497213934
positive,"[8750.0, 1711.69289047818, 1694.65812162706]",Mus musculus,568757860,Vip-IRES-Cre;Ai14-296357.03.02.01,2/3,312782574,VISli,Vip-IRES-Cre,aspiny,NA,,,566650324,right,
negative,"[8487.32781114794, 1153.43513574642, 3393.29229590128]",Mus musculus,480169278,Rorb-IRES2-Cre-D;Ai14-197353.05.02.01,5,385,VISp,Rorb-IRES2-Cre,spiny,truncated,,,479695203,right,0.81388590480215
positive,"[8184.42334763037, 1206.45334314195, 8785.66047042888]",Mus musculus,476455864,Nr5a1-Cre;Ai14-187779.04.01.01,4,385,VISp,Nr5a1-Cre,spiny,intact,dendrite-only,,475849776,left,0.368303384343159
positive,"[8700.0, 1297.97457573012, 8153.08118859994]",Mus musculus,583145374,Chrna2-Cre_OE25;Ai14(IVSCC)-312986.05.01.01,5,385,VISp,Chrna2-Cre_OE25,aspiny,NA,,,581535048,left,
positive,"[8900.0, 1697.6264280097, 8316.03399562554]",Mus musculus,575299891,Ndnf-IRES2-dgCre;Ai14-306262.03.01.01,6b,385,VISp,Ndnf-IRES2-dgCre,spiny,truncated,,,573111243,left,
positive,"[8852.47805876846, 1115.20690621736, 3853.98729194669]",Mus musculus,488687894,Ntsr1-Cre;Ai14-212351.04.02.01,6a,385,VISp,Ntsr1-Cre_GN220,spiny,intact,dendrite-only,,487607536,right,0.852506717348245
,"[72.0, 257.0, 90.0]",Homo Sapiens,571735073,H17.06.006.11.09.08,3,12141,MTG,,spiny,intact,full,epilepsy,571458187,left,0.329799018887224
positive,"[9680.27233000914, 2305.83873698156, 2656.37068481217]",Mus musculus,515464483,Ctgf-2A-dgCre;Ai14(IVSCC)-244244.04.02.01,6b,385,VISp,Ctgf-T2A-dgCre,spiny,intact,dendrite-only,,515045912,right,0.964486778650852
,"[325.0, 257.0, 102.0]",Homo Sapiens,508381644,H16.06.004.01.09.02,4,12141,MTG,,aspiny,NA,,epilepsy,504921484,right,
positive,"[9496.65807545507, 1502.27165586904, 8414.87752883803]",Mus musculus,562999984,Tlx3-Cre_PL56;Ai14-290603.05.01.01,5,385,VISp,Tlx3-Cre_PL56,spiny,intact,,,562296712,left,0.551550864669983
positive,"[9088.30784322412, 895.315354556622, 3073.08559381301]",Mus musculus,614777438,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-344474.02.02.01,2/3,385,VISp,Pvalb-T2A-FlpO|Vipr2-IRES2-Cre,aspiny,NA,full,,612905021,right,0.192572533681198
positive,"[8503.00926680567, 1578.4028972164, 2555.92770109506]",Mus musculus,593054951,Vip-IRES-Cre;Ai14-322776.04.02.01,5,385,VISp,Vip-IRES-Cre,aspiny,NA,,,591417053,right,
positive,"[9848.44302200306, 1848.15346502285, 8911.00349584983]",Mus musculus,510706277,Pvalb-IRES-Cre;Ai14-238302.03.01.01,4,385,VISp,Pvalb-IRES-Cre,aspiny,NA,,,510023673,left,
positive,"[8876.18394612688, 1511.1278355668, 2577.59784215961]",Mus musculus,569710450,Rbp4-Cre_KL100;Ai14-299344.05.02.01,5,385,VISp,Rbp4-Cre_KL100,spiny,intact,,,569393468,right,
positive,"[8976.63502144556, 1548.69943004388, 2428.01111991355]",Mus musculus,324053519,Rorb-IRES2-Cre-D;Ai14-172652.05.02.01,4,385,VISp,Rorb-IRES2-Cre,spiny,truncated,,,322489498,right,0.526059753072552
,"[320.0, 274.0, 102.0]",Homo Sapiens,526714733,H16.03.005.01.06.01,2,12139,TemL,,spiny,intact,full,epilepsy,526633593,right,0.0869092835729182
positive,"[8899.43208427477, 964.113168212983, 2779.4694681862]",Mus musculus,485048967,Pvalb-IRES-Cre;Ai14-202466.04.02.01,2/3,385,VISp,Pvalb-IRES-Cre,aspiny,NA,,,484776328,right,0.108474273622516
,"[72.0, 263.0, 103.0]",Homo Sapiens,571427581,H17.06.005.12.10.02,5,12141,MTG,,spiny,truncated,,epilepsy,571364629,left,
positive,"[8161.12300428286, 1199.46745153009, 3213.61106663197]",Mus musculus,471143169,Rbp4-Cre_KL100;Ai14-180747.06.02.01,5,385,VISp,Rbp4-Cre_KL100,spiny,intact,dendrite-only,,469953288,right,0.743989554001137
positive,"[8640.57620175548, 750.286889009742, 8004.77237950101]",Mus musculus,473974547,Htr3a-Cre_NO152;Ai14-182495.04.01.01,2/3,385,VISp,Htr3a-Cre_NO152,aspiny,NA,,,472963256,left,0.20941336065239
,"[325.0, 257.0, 102.0]",Homo Sapiens,508400236,H16.06.004.01.13.01,3,12141,MTG,,aspiny,NA,,epilepsy,504921484,right,
,"[317.0, 266.0, 93.0]",Homo Sapiens,613468354,H17.03.009.11.11.09,6,12141,MTG,,aspiny,NA,full,epilepsy,596832620,right,0.832840613595835
positive,"[9135.23415845598, 2101.83524822709, 1893.10193094044]",Mus musculus,556926517,Ndnf-IRES2-dgCre;Ai14-280611.05.02.01,5,312782574,VISli,Ndnf-IRES2-dgCre,spiny,truncated,,,555257194,right,
positive,"[8400.0, 1159.87888014297, 2743.64239267272]",Mus musculus,313861934,Scnn1a-Tg3-Cre;Ai14-167073.06.02.01,4,385,VISp,Scnn1a-Tg3-Cre,spiny,truncated,,,313401496,right,0.515142241064447
positive,"[9025.0, 1332.87507608797, 8765.24113083309]",Mus musculus,483101699,Cux2-CreERT2;Ai14-198018.04.01.01,4,385,VISp,Cux2-CreERT2,spiny,intact,dendrite-only,,480773225,left,0.392883571454901
positive,"[8118.67725213427, 804.838319493191, 3527.16513400793]",Mus musculus,486756093,Cux2-CreERT2;Ai14-208111.05.02.01,4,385,VISp,Cux2-CreERT2,spiny,intact,,,486471250,right,0.458543850959716
,"[320.0, 274.0, 102.0]",Homo Sapiens,526733569,H16.03.005.01.03.03,3,12139,TemL,,spiny,intact,,epilepsy,526633593,right,0.157362729906648
negative,"[8813.53261801302, 1007.50904552829, 3778.68678747657]",Mus musculus,484659182,Rorb-IRES2-Cre-D;Ai14-201967.03.02.01,5,385,VISp,Rorb-IRES2-Cre,spiny,truncated,,,481097331,right,0.760219479481587
,"[325.0, 258.0, 104.0]",Homo Sapiens,508380891,H16.06.004.02.02.03,4,12141,MTG,,spiny,intact,,epilepsy,504921484,right,
positive,"[8090.30846195625, 1320.18868473037, 2850.87512288064]",Mus musculus,547344442,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-271574.05.02.01,5,385,VISp,Nos1-CreERT2|Sst-IRES-FlpO,sparsely spiny,NA,full,,546349651,right,0.669481722720428
positive,"[8780.00000000001, 675.041315442169, 7949.84297719553]",Mus musculus,574914313,Htr3a-Cre_NO152;Ai14-306200.04.01.01,2/3,385,VISp,Htr3a-Cre_NO152,aspiny,NA,,,573111182,left,
positive,"[9419.34154504816, 1083.71220686644, 8421.35288006593]",Mus musculus,464188580,Htr3a-Cre_NO152;Ai14-178910.03.01.01,2/3,385,VISp,Htr3a-Cre_NO152,aspiny,NA,dendrite-only,,418778036,left,0.25325826408908
,"[313.0, 280.0, 94.0]",Homo Sapiens,569821470,H17.03.002.11.06.03,5,12141,MTG,,spiny,truncated,full,epilepsy,569800644,right,0.69562552818115
positive,"[9300.0, 1284.02391664194, 3194.5689294618]",Mus musculus,570089080,Pvalb-IRES-Cre;Ai14-299332.03.02.02,5,385,VISp,Pvalb-IRES-Cre,sparsely spiny,NA,,,569393655,right,
positive,"[8305.71869937788, 948.158092343914, 2739.81154685189]",Mus musculus,569810649,Vip-IRES-Cre;Ai14-299124.04.02.01,2/3,385,VISp,Vip-IRES-Cre,aspiny,NA,full,,569392600,right,0.260131714810243
positive,"[8900.0, 1384.36235758685, 8083.37743873833]",Mus musculus,570014498,Vip-IRES-Cre;Ai14-298228.04.01.01,6a,385,VISp,Vip-IRES-Cre,aspiny,NA,,,569752606,left,
,"[320.0, 274.0, 102.0]",Homo Sapiens,526734407,H16.03.005.01.04.04,3,12139,TemL,,aspiny,NA,full,epilepsy,526633593,right,0.281917541960568
positive,"[9200.00000000001, 1415.25667941091, 8726.79860264681]",Mus musculus,571295641,Vipr2-IRES2-Cre;Ai14-302668.03.01.01,4,385,VISp,Vipr2-IRES2-Cre,spiny,intact,,,570930484,left,
positive,"[8630.0, 1556.21859279647, 8578.28437371945]",Mus musculus,569609830,Ndnf-IRES2-dgCre;Ai14-298349.04.01.01,6a,385,VISp,Ndnf-IRES2-dgCre,spiny,intact,,,567967537,left,
positive,"[9417.41439222487, 1550.32837290578, 8600.37227748783]",Mus musculus,480952106,Pvalb-IRES-Cre;Ai14-197723.04.01.01,5,385,VISp,Pvalb-IRES-Cre,aspiny,NA,,,480152170,left,0.615641797569313
positive,"[8663.50402424712, 1308.97459370079, 2619.66237632547]",Mus musculus,483019067,Cux2-CreERT2;Ai14-198014.04.02.01,4,385,VISp,Cux2-CreERT2,spiny,intact,,,480773216,right,0.405962701560794
positive,"[9004.01991475839, 1503.40643685039, 2477.72936177641]",Mus musculus,557992635,Tlx3-Cre_PL56;Ai14-281778.05.02.01,4,385,VISp,Tlx3-Cre_PL56,spiny,intact,,,557265287,right,0.456357256520786
,"[317.0, 266.0, 93.0]",Homo Sapiens,613476789,H17.03.009.11.11.10,1,12141,MTG,,sparsely spiny,NA,,epilepsy,596832620,right,
positive,"[9442.64188839567, 1317.29605729792, 8359.60455658268]",Mus musculus,320639930,Rorb-IRES2-Cre-D;Ai14-171056.04.01.01,4,385,VISp,Rorb-IRES2-Cre,spiny,truncated,,,319194402,left,0.411828723101893
positive,"[8347.52575106291, 889.970656652493, 3409.43708272596]",Mus musculus,485608017,Rbp4-Cre_KL100;Ai14-203503.04.02.01,4,385,VISp,Rbp4-Cre_KL100,spiny,intact,,,485250259,right,0.492119919445084
,"[323.0, 245.0, 99.0]",Homo Sapiens,500955009,H16.06.002.01.11.01,3,12141,MTG,,spiny,truncated,,epilepsy,500830126,right,
positive,"[8567.41308062448, 1260.61002045021, 8482.5647326786]",Mus musculus,589442285,Sim1-Cre_KJ18;Ai14-318531.06.01.01,5,385,VISp,Sim1-Cre_KJ18,spiny,intact,dendrite-only,,588188113,left,0.598847022116195
positive,"[8277.62472102039, 930.306667583659, 3986.70678747657]",Mus musculus,490612844,Rbp4-Cre_KL100;Ai14-215299.05.02.01,5,533,VISpm,Rbp4-Cre_KL100,spiny,intact,,,490198915,right,0.667534658235304
positive,"[8365.12516745607, 1065.66128045553, 8028.2424406767]",Mus musculus,322500634,Sst-IRES-Cre;Ai14-172535.05.01.01,5,385,VISp,Sst-IRES-Cre,aspiny,NA,,,320827627,left,0.598049446205924
positive,"[9008.42136162163, 1628.40589319485, 8748.58407088305]",Mus musculus,623892261,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-346515.03.01.01,5,385,VISp,Nos1-CreERT2|Sst-IRES-FlpO,aspiny,NA,,,617296763,left,
,"[335.0, 232.0, 110.0]",Homo Sapiens,611598198,H17.06.012.14.08.03,1,12141,MTG,,sparsely spiny,NA,full,epilepsy,611526465,right,0.0307396811130893
,"[79.0, 273.0, 86.0]",Homo Sapiens,561466001,H16.06.013.12.08.04,4,12141,MTG,,spiny,truncated,,epilepsy,561414332,left,
,"[70.0, 260.0, 111.0]",Homo Sapiens,529884137,H16.06.010.01.03.06.02,5,12141,MTG,,aspiny,NA,,epilepsy,529678110,left,
positive,"[9102.27547690333, 1208.9637202187, 9146.55768590873]",Mus musculus,555089724,Ndnf-IRES2-dgCre;Ai14-278510.05.01.01,1,385,VISp,Ndnf-IRES2-dgCre,aspiny,NA,full,,554221041,left,0.128893738604339
positive,"[9559.14360513319, 2125.21327538155, 2566.38]",Mus musculus,471819401,Ntsr1-Cre;Ai14-181184.02.02.01,6a,385,VISp,Ntsr1-Cre_GN220,spiny,truncated,dendrite-only,,469953249,right,0.811227797585949
,"[320.0, 274.0, 102.0]",Homo Sapiens,526800653,H16.03.005.01.09.04,3,12139,TemL,,spiny,intact,full,epilepsy,526633593,right,0.399478385933212
positive,"[9372.74085835315, 1590.75336106435, 2223.27056153526]",Mus musculus,476686112,Sst-IRES-Cre;Ai14-188740.03.02.01,2/3,385,VISp,Sst-IRES-Cre,aspiny,NA,full,,476487145,right,0.266963894861721
positive,"[9396.04120170065, 1110.87254514304, 2999.60137459326]",Mus musculus,479298854,Pvalb-IRES-Cre;Ai14-180633.02.02.01,2/3,385,VISp,Pvalb-IRES-Cre,aspiny,NA,,,469953330,right,0.327615306294058
positive,"[9104.97987568235, 1407.62723274403, 2932.70861951373]",Mus musculus,628700262,Sim1-Cre_KJ18;Ai14-346506.05.02.01,5,385,VISp,Sim1-Cre_KJ18,spiny,intact,,,617931129,right,
positive,"[8091.78002466594, 794.200981116821, 4530.49116078665]",Mus musculus,603502705,Pvalb-T2A-CreERT2;Ai139-334981.05.02.01,5,894,RSPagl,Pvalb-T2A-CreERT2,aspiny,NA,,,602554260,right,
positive,"[8846.86579261952, 358.127754376827, 7059.88345279341]",Mus musculus,593398067,Gad2-IRES-Cre;Ai14-324790.03.01.01,1,533,VISpm,Gad2-IRES-Cre,aspiny,NA,,,592585210,left,
positive,"[8589.13749008425, 1177.6274314298, 7962.95628736076]",Mus musculus,596808442,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-329542.05.01.01,5,385,VISp,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,aspiny,NA,,,596166425,left,
positive,"[8883.43364805553, 1177.2211648599, 3276.49078769387]",Mus musculus,490558274,Rbp4-Cre_KL100;Ai14-215299.03.02.01,5,385,VISp,Rbp4-Cre_KL100,spiny,intact,,,490198915,right,0.667456752823309
,"[88.0, 272.0, 74.0]",Homo Sapiens,541546139,H16.03.007.01.01.06.02,3,12141,MTG,,spiny,intact,,epilepsy,541516760,left,
positive,"[8176.0, 1459.9008749328, 2717.79215746322]",Mus musculus,566475818,Chrna2-Cre_OE25;Ai14(IVSCC)-294468.05.02.02,5,385,VISp,Chrna2-Cre_OE25,sparsely spiny,NA,,,565092400,right,
,"[274.0, 331.0, 228.0]",Homo Sapiens,576113488,H17.06.007.11.08.03,3,12116,MFG,,spiny,truncated,,tumor,576060516,right,
,"[67.0, 256.0, 110.0]",Homo Sapiens,527907460,H16.06.008.01.27.02,5,12141,MTG,,spiny,truncated,,epilepsy,527747035,left,
positive,"[8231.02403432538, 972.807276567735, 7772.23768006182]",Mus musculus,328093618,Sst-IRES-Cre;Ai14-175894.05.01.01,5,385,VISp,Sst-IRES-Cre,aspiny,NA,,,325632911,left,0.62854206549991
positive,"[8146.62309028241, 1061.60664243308, 2684.53375993216]",Mus musculus,580585082,Nkx2-1-CreERT2;Ai14 (IVSCC)-311671.06.02.01,2/3,385,VISp,Nkx2-1-CreERT2,aspiny,NA,,,579671688,right,
positive,"[8498.61947925741, 1468.905989883, 3079.68936293856]",Mus musculus,522152249,Ntsr1-Cre;Ai14-248475.06.02.01,6a,385,VISp,Ntsr1-Cre_GN220,spiny,intact,dendrite-only,,520637529,right,0.876844485392313
,"[317.0, 266.0, 93.0]",Homo Sapiens,613396614,H17.03.009.11.11.03,6,12141,MTG,,aspiny,NA,dendrite-only,epilepsy,596832620,right,0.790358844964155
positive,"[8673.73055792799, 959.801403305823, 8143.56147407401]",Mus musculus,565381304,Oxtr-2A-Cre;Ai14-293839.05.01.01,4,385,VISp,Oxtr-T2A-Cre,aspiny,NA,,,563340161,left,
positive,"[8735.0, 713.944997491167, 3999.11802740088]",Mus musculus,580149939,Vipr2-IRES2-Cre;Ai14-310513.04.02.01,4,533,VISpm,Vipr2-IRES2-Cre,spiny,intact,,,578230855,right,
positive,"[9438.40764413339, 1646.67087102269, 3048.04024730469]",Mus musculus,554454458,Esr2-IR-Cre-neo;Ai14-277803.04.02.01,6a,385,VISp,Esr2-IRES2-Cre-neo|PhiC31-neo,spiny,intact,dendrite-only,,553224451,right,0.754214097979589
,"[72.0, 263.0, 103.0]",Homo Sapiens,571426284,H17.06.005.12.10.01,3,12141,MTG,,spiny,intact,,epilepsy,571364629,left,
positive,"[9333.99999999999, 1227.67303679167, 8286.39225524157]",Mus musculus,325464516,Scnn1a-Tg2-Cre;Ai14-174360.04.01.01,4,385,VISp,Scnn1a-Tg2-Cre,spiny,truncated,,,324234456,left,0.487407721768901
positive,"[8254.32437767289, 1126.42543796645, 7823.34267996238]",Mus musculus,320466871,Pvalb-IRES-Cre;Ai14-170931.06.01.01,5,385,VISp,Pvalb-IRES-Cre,aspiny,NA,dendrite-only,,319194378,left,0.788890602697412
positive,"[9058.98321214266, 742.724129977452, 3408.1823020006]",Mus musculus,487158599,Htr3a-Cre_NO152;Ai14-209867.03.02.01,2/3,385,VISp,Htr3a-Cre_NO152,aspiny,NA,,,486739816,right,0.210186619618475
positive,"[9763.47107933685, 1699.07484603585, 2636.63743697191]",Mus musculus,320880293,Scnn1a-Tg3-Cre;Ai14-171327.02.02.01,4,385,VISp,Scnn1a-Tg3-Cre,spiny,NA,,,319194426,right,0.43038592388743
,"[270.0, 351.0, 219.0]",Homo Sapiens,517693519,H16.06.006.01.03.04,3,12113,FroL,,spiny,intact,,tumor,517325289,right,
,"[317.0, 275.0, 97.0]",Homo Sapiens,595562635,H17.03.008.11.03.03,4,12141,MTG,,spiny,intact,full,epilepsy,595536280,right,0.441565276680101
positive,"[9138.10112384558, 2051.60188091589, 2671.07855090176]",Mus musculus,579627022,Ndnf-IRES2-dgCre;Ai14-311164.02.02.01,6b,385,VISp,Ndnf-IRES2-dgCre,spiny,truncated,,,578230846,right,
positive,"[8684.59390066752, 1996.02169111189, 9452.40690977271]",Mus musculus,555019563,Chrna2-Cre_OE25;Ai14(BT)-281693.06.01.01,5,312782574,VISli,Chrna2-Cre_OE25,aspiny,NA,full,,554221081,left,0.590227756338563
positive,"[9213.77176404635, 924.155545207097, 8057.6817709196]",Mus musculus,539014038,Ndnf-IRES2-dgCre;Ai14-262467.04.01.01,2/3,385,VISp,Ndnf-IRES2-dgCre,aspiny,NA,full,,531977088,left,0.269880183083292
